gene
MYCN (4613)
FSD1 (79187)
FRMD4A (55691)
EVI2A (2123)
PCDH7 (5099)
TMEM176B (28959)
MLF1 (4291)
GJB1 (2705)
SPRY2 (10253)
TNS3 (64759)
ADD2 (119)
CAPN3 (825)
DOCK8 (81704)
KHDRBS3 (10656)
COX7A1 (1346)
IRF8 (3394)
TMSB15B (286527)
SPNS2 (124976)
HSPB1 (3315)
PCSK1N (27344)
ABCC2 (1244)
ATOH8 (84913)
ALDH3B1 (221)
PIR (8544)
EPB41L2 (2037)
VAV3 (10451)
FOXQ1 (94234)
RIPK4 (54101)
PDE1C (5137)
PNMA8A (55228)
BCAR3 (8412)
GCNT3 (9245)
TUBB4A (10382)
MELTF (4241)
FILIP1L (11259)
MYRF (745)
CD36 (948)
GMPR (2766)
TNFRSF6B (8771)
RHOV (171177)
ANO9 (338440)
CST7 (8530)
MVP (9961)
PIK3AP1 (118788)
ITGAL (3683)
CRACR2B (283229)
TSPO (706)
MAN1A1 (4121)
PRSS12 (8492)
GRB10 (2887)
DCT (1638)
EDNRB (1910)
SLC39A4 (55630)
KIAA1522 (57648)
TMC8 (147138)
EGLN3 (112399)
DSC2 (1824)
DDAH1 (23576)
COL13A1 (1305)
CADM4 (199731)
SPRR1B (6699)
BICC1 (80114)
NCKAP1 (10787)
IFFO1 (25900)
PLEKHB1 (58473)
TOX2 (84969)
ALOX5 (240)
PKIB (5570)
CAP2 (10486)
ADAM19 (8728)
DIO2 (1734)
PROM1 (8842)
CPXM1 (56265)
PRSS2 (5645)
SORL1 (6653)
SYNGR1 (9145)
PLEKHA6 (22874)
ZIC1 (7545)
CGN (57530)
TYMP (1890)
BNIP3 (664)
NFIX (4784)
CLIP4 (79745)
CELSR1 (9620)
DOCK10 (55619)
HES1 (3280)
SPHK1 (8877)
FLRT2 (23768)
CARMIL2 (146206)
MRAS (22808)
EPHB2 (2048)
MAGEA1 (4100)
MTAP (4507)
ANXA5 (308)
GBP2 (2634)
GASK1B (51313)
METRNL (284207)
IGFN1 (91156)
RUNX3 (864)
SNTB1 (6641)
PTGS2 (5743)
TCIRG1 (10312)
ARHGEF5 (7984)
MB (4151)
APOBEC3C (27350)
MARVELD3 (91862)
MYH10 (4628)
TJP1 (7082)
