run,fold,epoch,train_loss,val_loss,val_auc,val_f1,lr
gat_thr07,0,1,0.5755745722939283,0.6642149906253341,0.6915458443945273,0.7398119122257053,0.001
gat_thr07,0,2,0.5636170337151936,0.6730311711629232,0.7006330406371248,0.6363636363636364,0.001
gat_thr07,0,3,0.554511286862188,0.7071361067283213,0.6869511946089444,0.13333333333333333,0.001
gat_thr07,0,4,0.5459846130776217,0.7151007676005956,0.6849091280375741,0.7361563517915309,0.001
gat_thr07,0,5,0.5390264116155545,0.850824000230476,0.6820502348376558,0.7398119122257053,0.001
gat_thr07,0,6,0.537469730266061,0.6413308138871074,0.7011435572799672,0.7392739273927392,0.001
gat_thr07,0,7,0.5354989507582069,0.7957237846222683,0.5943434755973045,0.064,0.001
gat_thr07,0,8,0.5381023137319896,0.7682698899833718,0.6727588319379212,0.7301587301587301,0.001
gat_thr07,0,9,0.5327373594176695,0.754442893450533,0.702675107208495,0.7358490566037735,0.001
gat_thr07,0,10,0.5296943722425476,0.8873719931834966,0.707269756994078,0.7398119122257053,0.001
gat_thr07,0,11,0.523403102982537,0.8162387876368281,0.7018582805799469,0.7358490566037735,0.001
gat_thr07,0,12,0.533659856677999,0.8043781489282105,0.657953849295487,0.7450980392156863,0.001
gat_thr07,0,13,0.5269361299543708,0.6650439494877906,0.7096181335511538,0.59375,0.001
gat_thr07,0,14,0.5224277234538773,0.6770262314905575,0.7126812334082091,0.7402597402597403,0.001
gat_thr07,0,15,0.5192513858003374,0.6371818585182304,0.6902185011231365,0.7469879518072289,0.001
gat_thr07,0,16,0.5309305610421885,1.1111338696076503,0.656167041045538,0.7398119122257053,0.001
gat_thr07,0,17,0.5180098256628662,0.7152244226256413,0.698488870737186,0.7421383647798742,0.001
gat_thr07,0,18,0.5297636822744116,0.7363840217020974,0.7159485399224015,0.7398119122257053,0.001
gat_thr07,0,19,0.5268837518092301,0.8294610977172852,0.6859301613232591,0.7398119122257053,0.001
gat_thr07,0,20,0.5188778512500941,1.015543135837536,0.7092097202368797,0.7398119122257053,0.001
gat_thr07,0,21,0.5185594313639554,0.7106042406452235,0.7235041862364714,0.7421383647798742,0.001
gat_thr07,0,22,0.524200744081613,0.8379796488368096,0.71125178680825,0.7398119122257053,0.001
gat_thr07,0,23,0.5215686874737735,0.8485948173560907,0.7226873596079233,0.7398119122257053,0.001
gat_thr07,0,24,0.520605180016084,0.6146706823092788,0.7293240759648765,0.7630522088353414,0.001
gat_thr07,0,25,0.511832476343727,0.7357598537236304,0.7259546661221156,0.7398119122257053,0.001
gat_thr07,0,26,0.5243999962232149,0.7425024568738036,0.7242189095364508,0.7398119122257053,0.001
gat_thr07,0,27,0.5176458715763445,0.7405992811592064,0.7138043700224628,0.7388535031847133,0.001
gat_thr07,0,28,0.5193603658424518,0.7434141434247221,0.7237083928936083,0.7398119122257053,0.001
gat_thr07,0,29,0.5188770642800612,0.8573377927144369,0.7137022666938942,0.7398119122257053,0.001
gat_thr07,0,30,0.526375113187805,0.7758292535051184,0.7182969164794771,0.7398119122257053,0.001
gat_thr07,0,31,0.518366813449977,0.7866419559687524,0.7218705329793751,0.7398119122257053,0.001
gat_thr07,0,32,0.5129524921783776,0.8437405961069895,0.7030835205227691,0.7421383647798742,0.001
gat_thr07,0,33,0.521590491555297,0.8312627782869102,0.7203389830508473,0.7398119122257053,0.001
gat_thr07,0,34,0.5187017718950907,0.8565683744440031,0.7077802736369205,0.7398119122257053,0.001
gat_thr07,0,35,0.5208360968500035,0.7090113696767323,0.729834592607719,0.7421383647798742,0.001
gat_thr07,0,36,0.5273836116153311,1.3883899195277276,0.6712272820093934,0.7398119122257053,0.001
gat_thr07,0,37,0.5218445201033338,0.819220196548386,0.7133959567081887,0.7398119122257053,0.001
gat_thr07,0,38,0.5301473963229197,0.7585538560478249,0.720236879722279,0.7398119122257053,0.001
gat_thr07,0,39,0.5127810525495752,0.8233241750233209,0.7257504594649785,0.7398119122257053,0.001
gat_thr07,0,40,0.5130810240642376,0.6760071189842414,0.7232999795793343,0.7412140575079872,0.001
gat_thr07,0,41,0.5181895645962751,0.8276874509023789,0.7236062895650398,0.7398119122257053,0.001
gat_thr07,0,42,0.5188777065109347,1.24098612182769,0.7042066571370227,0.7398119122257053,0.001
gat_thr07,0,43,0.5168036761887784,0.6793720734060107,0.7224831529507862,0.7492063492063492,0.001
gat_thr07,0,44,0.5158261624783304,0.7677333698936956,0.7308556258934041,0.7398119122257053,0.001
gat_thr07,0,45,0.5164810027484843,0.9426279376395306,0.7240147028793139,0.7398119122257053,0.001
gat_thr07,0,46,0.5162575122234375,1.0400638722661715,0.6851133346947109,0.7398119122257053,0.001
gat_thr07,0,47,0.5203045337160324,1.02786819495965,0.6922605676945067,0.7398119122257053,0.001
gat_thr07,0,48,0.5142639612774107,0.9598260613816294,0.7196242597508679,0.7398119122257053,0.001
gat_thr07,0,49,0.5118859752344267,1.225022638615091,0.6875638145803553,0.7398119122257053,0.001
gat_thr07,0,50,0.5205225017685164,0.897807434423646,0.71125178680825,0.7398119122257053,0.001
gat_thr07,0,51,0.5112726790609334,1.0075907161579796,0.7102307535225648,0.7398119122257053,0.001
gat_thr07,0,52,0.5155998223584896,1.4226880903860823,0.6710230753522564,0.7398119122257053,0.001
gat_thr07,0,53,0.5161995599955557,0.7955239898529812,0.7227894629364917,0.7398119122257053,0.001
gat_thr07,0,54,0.5167087248887738,1.085303935245495,0.706657137022667,0.7398119122257053,0.001
gat_thr07,0,55,0.5183945230045336,1.182682236628746,0.6933837043087604,0.7398119122257053,0.001
gat_thr07,0,56,0.511750778401223,0.8728238338261695,0.7190116397794568,0.7398119122257053,0.0005
gat_thr07,0,57,0.5106477896791859,0.7301308076773116,0.7237083928936083,0.7444794952681388,0.0005
gat_thr07,0,58,0.5198088580826027,1.0684255628443475,0.6808249948948336,0.7398119122257053,0.0005
gat_thr07,0,59,0.5111136169630703,1.0391738521518992,0.7163569532366754,0.7398119122257053,0.0005
gat_thr07,0,60,0.5132243709021109,0.8275217132188788,0.7167653665509497,0.7398119122257053,0.0005
gat_thr07,0,61,0.5096708799834406,0.7707344121600858,0.7297324892791506,0.7398119122257053,0.0005
gat_thr07,0,62,0.5104663784344572,0.7233459652952887,0.7287114559934653,0.7398119122257053,0.0005
gat_thr07,0,63,0.5093863139890639,0.7237387225402528,0.7267714927506638,0.7444794952681388,0.0005
gat_thr07,0,64,0.5110653491531848,0.745105672238478,0.7315703491933837,0.7421383647798742,0.0005
