run,fold,epoch,train_loss,val_loss,val_auc,val_f1,lr
v2_topk10,0,1,0.5770908302661087,0.649085813493871,0.6640800490095978,0.7340823970037453,0.001
v2_topk10,0,2,0.5456796984664158,0.7670824302369682,0.6263018174392485,0.13740458015267176,0.001
v2_topk10,0,3,0.5376493142903008,0.634933770592533,0.693485807637329,0.7402135231316725,0.001
v2_topk10,0,4,0.5363445926782009,0.6950913400792363,0.6643863589953033,0.39751552795031053,0.001
v2_topk10,0,5,0.5341770577661386,0.6288381263391295,0.6900142944659996,0.7490909090909091,0.001
v2_topk10,0,6,0.5295029367756823,0.6389172777014586,0.6865427812946702,0.711864406779661,0.001
v2_topk10,0,7,0.5315712039000965,0.759969376806003,0.6424341433530734,0.2695035460992908,0.001
v2_topk10,0,8,0.5359401335921745,0.724623442882329,0.6801102715948539,0.32653061224489793,0.001
v2_topk10,0,9,0.5287928563938292,0.7839812947742975,0.6083316316111904,0.2676056338028169,0.001
v2_topk10,0,10,0.5223414170815427,0.6806201365456652,0.6992035940371656,0.5227272727272727,0.001
v2_topk10,0,11,0.5271788416667894,0.6599372322879621,0.6962425975086787,0.764505119453925,0.001
v2_topk10,0,12,0.5237703973930345,0.6713329666289524,0.6981825607514806,0.59375,0.001
v2_topk10,0,13,0.5278694943681346,0.9862466214308098,0.6574433326526445,0.0,0.001
v2_topk10,0,14,0.528918024680021,0.6429865467014597,0.6840923014090259,0.7473309608540926,0.001
v2_topk10,0,15,0.5219594801111817,0.6293594635541166,0.6955278742086992,0.7350427350427351,0.001
v2_topk10,0,16,0.5247858256075397,1.2395962957125992,0.5219522156422299,0.0,0.001
v2_topk10,0,17,0.5214914023194694,0.7017307661066008,0.6815397181948131,0.4457831325301205,0.001
v2_topk10,0,18,0.5177633423184552,1.1181197759523913,0.5341025117418827,0.01652892561983471,0.001
v2_topk10,0,19,0.5239661202005053,0.7025175047158009,0.7030835205227691,0.7444794952681388,0.001
v2_topk10,0,20,0.5448977234810197,0.7061592642940692,0.7050234837655707,0.7492063492063492,0.001
v2_topk10,0,21,0.5216974417892798,0.6322211317755096,0.6971615274657955,0.721030042918455,0.001
v2_topk10,0,22,0.5204740980264904,0.6652302433602253,0.710843373493976,0.6010362694300518,0.001
v2_topk10,0,23,0.5189524384161414,0.7282442643274716,0.7147232999795794,0.2535211267605634,0.001
v2_topk10,0,24,0.5196399098178642,0.8070718945555426,0.6723504186236471,0.7458745874587459,0.001
v2_topk10,0,25,0.5220939373120783,0.6492830200574884,0.7099244435368592,0.6763285024154589,0.001
v2_topk10,0,26,0.5228955764044977,0.9167424410729859,0.5786195629977537,0.09302325581395349,0.001
v2_topk10,0,27,0.517303579217421,0.6147030052260973,0.7067592403512354,0.7471698113207547,0.001
v2_topk10,0,28,0.515603240792334,0.7107126321365584,0.697672044108638,0.40993788819875776,0.001
v2_topk10,0,29,0.5128664708284296,0.6915028273169674,0.6948131509087196,0.7612456747404844,0.001
v2_topk10,0,30,0.5248908103822928,0.6880763419231966,0.6530528895241986,0.5870646766169154,0.001
v2_topk10,0,31,0.5169348218719898,0.6158446506481265,0.7056361037369819,0.7280334728033473,0.001
v2_topk10,0,32,0.5174759132566427,0.6123148149518824,0.7136001633653257,0.7348484848484849,0.001
v2_topk10,0,33,0.511058763547644,0.8884364977404846,0.684909128037574,0.0,0.001
v2_topk10,0,34,0.5180692792777546,0.6840567754868844,0.7032877271799061,0.5561497326203209,0.001
v2_topk10,0,35,0.5100694097440915,0.6096937217522617,0.7118644067796611,0.7428571428571429,0.0005
v2_topk10,0,36,0.5109464520409952,0.6125800763789694,0.7109454768225445,0.7480916030534351,0.0005
v2_topk10,0,37,0.5145491810356616,0.6799905596680902,0.7058403103941189,0.5494505494505495,0.0005
v2_topk10,0,38,0.5036378911218836,0.6247069467952595,0.71125178680825,0.7117117117117117,0.0005
v2_topk10,0,39,0.507285696928608,0.6449157610461487,0.7159485399224015,0.6666666666666666,0.0005
v2_topk10,0,40,0.5108425079360801,0.8230657269112507,0.658158055952624,0.17777777777777778,0.0005
v2_topk10,0,41,0.5070628480315733,0.6629600430009377,0.7078823769654891,0.6262626262626263,0.0005
v2_topk10,0,42,0.5046651873445972,0.6526518057827926,0.6977741474372063,0.6604651162790698,0.0005
v2_topk10,0,43,0.5119366953534418,0.6130947544800108,0.7092097202368797,0.7450980392156863,0.0005
v2_topk10,0,44,0.5064902291448891,0.6154492079322018,0.7144169899938739,0.72,0.0005
v2_topk10,0,45,0.5109005249322457,0.9690320693438326,0.6450888298958547,0.01652892561983471,0.0005
v2_topk10,0,46,0.5092996659253707,0.6085083757466938,0.7137022666938941,0.7389558232931727,0.0005
v2_topk10,0,47,0.507934816542066,0.6085246854753636,0.712681233408209,0.746031746031746,0.0005
v2_topk10,0,48,0.5082565732922801,0.6341577264206919,0.7041045538084543,0.7418181818181818,0.0005
v2_topk10,0,49,0.5081400100138487,0.7875017384391519,0.6891974678374514,0.7443365695792881,0.0005
